source_code,concept_name,concept_code,concept_id
3760,billion per liter,10*9/L,9444
10^9/ul,billion per microliter,10*9/uL,9446
10*9/ul,billion per microliter,10*9/uL,9446
nm bce/mm creat,bone collagen equivalent per millimole of creatinine,{BColl}eq/mmol{creat},9682
calc.,calculated,{calc},8596
{(calc)},calculated,{calc},8596
cacl,calculated,{calc},8596
calculated,calculated,{calc},8596
(calc),calculated,{calc},8596
calc,calculated,{calc},8596
{calc},calculated,{calc},8596
 calc ,calculated,{calc},8596
(cal)c,calculated,{calc},8596
10032,calculated,{calc},8596
"ca,lc",calculated,{calc},8596
cal,calorie,cal,9472
1177,calorie,cal,9472
(cal,calorie,cal,9472
count,cells,{cells},45744812
wbcs,cells,{cells},45744812
cells,cells,{cells},45744812
{#cells},cells,{cells},45744812
#,cells,{cells},45744812
#cells,cells,{cells},45744812
# cells,cells,{cells},45744812
11234,cells,{cells},45744812
cel,cells,{cells},45744812
cells/cmm,cells per cubic millimeter,{cells}/mm3,8888
cell/mm3,cells per cubic millimeter,{cells}/mm3,8888
cell/cu mm,cells per cubic millimeter,{cells}/mm3,8888
cells/cum,cells per cubic millimeter,{cells}/mm3,8888
699,cells per cubic millimeter,{cells}/mm3,8888
cells/cu mm,cells per cubic millimeter,{cells}/mm3,8888
rbc/mm3,cells per cubic millimeter,{cells}/mm3,8888
cells/7.5ml,cells per cubic millimeter,{cells}/mm3,8888
{cells/mm3},cells per cubic millimeter,{cells}/mm3,8888
wbc/mm3,cells per cubic millimeter,{cells}/mm3,8888
eos/cmm,cells per cubic millimeter,{cells}/mm3,8888
19254,cells per cubic millimeter,{cells}/mm3,8888
1457,cells per cubic millimeter,{cells}/mm3,8888
cells/cumm,cells per cubic millimeter,{cells}/mm3,8888
cells/cubic mm,cells per cubic millimeter,{cells}/mm3,8888
cells/mm3,cells per cubic millimeter,{cells}/mm3,8888
6261,cells per cubic millimeter,{cells}/mm3,8888
eos/cu mm,cells per cubic millimeter,{cells}/mm3,8888
cu/mm,cells per cubic millimeter,{cells}/mm3,8888
mega/mm3,cells per cubic millimeter,{cells}/mm3,8888
{cells}/[hpf],cells per high power field,{cells}/[HPF],8889
{#/hpf},cells per high power field,{cells}/[HPF],8889
\e\hpf,cells per high power field,{cells}/[HPF],8889
graded/ hpf,cells per high power field,{cells}/[HPF],8889
[hpf],cells per high power field,{cells}/[HPF],8889
cells/hpf,cells per high power field,{cells}/[HPF],8889
cell/hpf,cells per high power field,{cells}/[HPF],8889
x 10'6 cells/ul,cells per liter,{cells}/L,44777569
******)/l,cells per liter,{cells}/L,44777569
leu/ul,cells per microliter,{cells}/uL,8784
cl/mcl,cells per microliter,{cells}/uL,8784
{cells}/ul,cells per microliter,{cells}/uL,8784
lymphs/ul,cells per microliter,{cells}/uL,8784
cells/âµl,cells per microliter,{cells}/uL,8784
cells/mcl,cells per microliter,{cells}/uL,8784
wbc/ul,cells per microliter,{cells}/uL,8784
cell/mcl,cells per microliter,{cells}/uL,8784
{cells/mcl},cells per microliter,{cells}/uL,8784
803,cells per microliter,{cells}/uL,8784
cell/ul,cells per microliter,{cells}/uL,8784
cells/ul,cells per microliter,{cells}/uL,8784
1267,cells per microliter,{cells}/uL,8784
{wbcs/ul},cells per microliter,{cells}/uL,8784
{#_cells}/ul,cells per microliter,{cells}/uL,8784
{6_/ul},cells per microliter,{cells}/uL,8784
wbcs/ul,cells per microliter,{cells}/uL,8784
wbc/mcl,cells per microliter,{cells}/uL,8784
c/ul,cells per microliter,{cells}/uL,8784
{cell/ul},cells per microliter,{cells}/uL,8784
{3_/ul},cells per microliter,{cells}/uL,8784
1238,cells per microliter,{cells}/uL,8784
{cells/ul},cells per microliter,{cells}/uL,8784
#eos/ul,cells per microliter,{cells}/uL,8784
cel/ul,cells per microliter,{cells}/uL,8784
{wbc}/ul,cells per microliter,{cells}/uL,8784
{leu/ul},cells per microliter,{cells}/uL,8784
cm,centimeter,cm,8582
122,centimeter,cm,8582
centimeter(s),centimeter,cm,8582
height,centimeter,cm,8582
117cm,centimeter,cm,8582
408,centimeter,cm,8582
cms,centimeter,cm,8582
tumor_afstand,centimeter,cm,8582
12164,centimeter,cm,8582
centimeter,centimeter,cm,8582
cm/s,centimeter per second,cm/s,32738
cmh?o,centimeter watercolumn,cm[H2O],44777590
cmofh2o,centimeter watercolumn,cm[H2O],44777590
cmh20,centimeter watercolumn,cm[H2O],44777590
cm h20,centimeter watercolumn,cm[H2O],44777590
8024,centimeter watercolumn,cm[H2O],44777590
cm h2o,centimeter watercolumn,cm[H2O],44777590
2145,centimeter watercolumn,cm[H2O],44777590
cm[h2o],centimeter watercolumn,cm[H2O],44777590
cmh2o,centimeter watercolumn,cm[H2O],44777590
cmof h20,centimeter watercolumn,cm[H2O],44777590
cm/h2o,centimeter watercolumn,cm[H2O],44777590
centipoise,centipoise,cP,8479
cpoise,centipoise,cP,8479
cp,centipoise,cP,8479
124,centipoise,cP,8479
1285,clinical unit,{CU},45744813
cu,clinical unit,{CU},45744813
{cu},clinical unit,{CU},45744813
cu index,clinical unit,{CU},45744813
cfu/ml,colony forming unit per milliliter,[CFU]/mL,9423
[cfu]/ml,colony forming unit per milliliter,[CFU]/mL,9423
cpy/ml,copies per milliliter,{copies}/mL,8799
20704,copies per milliliter,{copies}/mL,8799
dna copies/ml,copies per milliliter,{copies}/mL,8799
copies/ml,copies per milliliter,{copies}/mL,8799
cp/ml,copies per milliliter,{copies}/mL,8799
rna/ml,copies per milliliter,{copies}/mL,8799
2517,copies per milliliter,{copies}/mL,8799
copies,copies per milliliter,{copies}/mL,8799
{copies/ml},copies per milliliter,{copies}/mL,8799
{copies}/ml,copies per milliliter,{copies}/mL,8799
copy/ml,copies per milliliter,{copies}/mL,8799
56,copies per milliliter,{copies}/mL,8799
rna copies/ml,copies per milliliter,{copies}/mL,8799
1007,copies per milliliter,{copies}/mL,8799
1074,copies per milliliter,{copies}/mL,8799
cop/ml,copies per milliliter,{copies}/mL,8799
888,counts per minute,{counts}/min,8483
breath/min,counts per minute,{counts}/min,8483
rpm,counts per minute,{counts}/min,8483
11296,counts per minute,{counts}/min,8483
beats per minute,counts per minute,{counts}/min,8483
counts/m,counts per minute,{counts}/min,8483
b/m,counts per minute,{counts}/min,8483
bpm,counts per minute,{counts}/min,8483
hfrate || 1,counts per minute,{counts}/min,8483
2008,counts per minute,{counts}/min,8483
cpm,counts per minute,{counts}/min,8483
104,counts per minute,{counts}/min,8483
counts/min,counts per minute,{counts}/min,8483
109,counts per minute,{counts}/min,8483
net cpm,counts per minute,{counts}/min,8483
1124,counts per minute,{counts}/min,8483
br/min.,counts per minute,{counts}/min,8483
breath per minute,counts per minute,{counts}/min,8483
br/min,counts per minute,{counts}/min,8483
b/min,counts per minute,{counts}/min,8483
beats/minute,counts per minute,{counts}/min,8483
breaths/min,counts per minute,{counts}/min,8483
beats/min,counts per minute,{counts}/min,8483
beats per min,counts per minute,{counts}/min,8483
{breaths}/min,counts per minute,{counts}/min,8483
52,counts per minute,{counts}/min,8483
breaths/minute,counts per minute,{counts}/min,8483
breaths per minute,counts per minute,{counts}/min,8483
b/p/m,counts per minute,{counts}/min,8483
{beats}/min,counts per minute,{counts}/min,8483
105,counts per minute,{counts}/min,8483
{bpm},counts per minute,{counts}/min,8483
2091,counts per minute,{counts}/min,8483
hfrate || 2,counts per minute,{counts}/min,8483
admittingbreathcnt,counts per minute,{counts}/min,8483
343,counts per minute,{counts}/min,8483
cc,cubic centimeter,cm3,44777662
6602,cubic centimeter,cm3,44777662
cm3,cubic centimeter,cm3,44777662
cubic mm,cubic millimeter,mm3,8686
1308,cubic millimeter,mm3,8686
mm^3,cubic millimeter,mm3,8686
797,cubic millimeter,mm3,8686
mm^mm,cubic millimeter,mm3,8686
cubic millimeter,cubic millimeter,mm3,8686
cmm,cubic millimeter,mm3,8686
cumm,cubic millimeter,mm3,8686
mm3,cubic millimeter,mm3,8686
1084,cubic millimeter,mm3,8686
cu_um,cubic millimeter,mm3,8686
m3,cubical meter,m3,44777531
days,day,d,8512
12145,day,d,8512
129,day,d,8512
day,day,d,8512
126,day,d,8512
seihohouisolatedays,day,d,8512
24h,day,d,8512
seihohourestrictiondays,day,d,8512
128,day,d,8512
d,day,d,8512
130,day per week,d/wk,8621
11749,day per week,d/wk,8621
2908,day per week,d/wk,8621
days a week,day per week,d/wk,8621
days/week,day per week,d/wk,8621
days per week,day per week,d/wk,8621
1901,day per week,d/wk,8621
20497,day per week,d/wk,8621
day/week,day per week,d/wk,8621
db,Decibel,dB,44777591
353,Decibel,dB,44777591
dg,decigram,dg,9485
dl,deciliter,dL,9486
4382,deciliter,dL,9486
degrees,degree,deg,9484
deg,degree,deg,9484
325,degree,deg,9484
degrees of elevati,degree,deg,9484
3053,degree,deg,9484
{degrees},degree,deg,9484
496,degree,deg,9484
degree,degree,deg,9484
cel,degree Celsius,Cel,586323
cel,degree Celsius,[degC],8653
degree celsius,degree Celsius,Cel,586323
degree celsius,degree Celsius,[degC],8653
celcius,degree Celsius,Cel,586323
celcius,degree Celsius,[degC],8653
381,degree Celsius,Cel,586323
381,degree Celsius,[degC],8653
2561,degree Celsius,Cel,586323
2561,degree Celsius,[degC],8653
degrees c,degree Celsius,Cel,586323
degrees c,degree Celsius,[degC],8653
deg c,degree Celsius,Cel,586323
deg c,degree Celsius,[degC],8653
111,degree Celsius,Cel,586323
111,degree Celsius,[degC],8653
131,degree Celsius,Cel,586323
131,degree Celsius,[degC],8653
?c,degree Celsius,Cel,586323
?c,degree Celsius,[degC],8653
deg.c,degree Celsius,Cel,586323
deg.c,degree Celsius,[degC],8653
929,degree Celsius,Cel,586323
929,degree Celsius,[degC],8653
802,degree Celsius,Cel,586323
802,degree Celsius,[degC],8653
degc,degree Celsius,Cel,586323
degc,degree Celsius,[degC],8653
c,degree Celsius,Cel,586323
c,degree Celsius,[degC],8653
celsius,degree Celsius,Cel,586323
celsius,degree Celsius,[degC],8653
degree c,degree Celsius,Cel,586323
degree c,degree Celsius,[degC],8653
110,degree Celsius,Cel,586323
110,degree Celsius,[degC],8653
402,degree Celsius,Cel,586323
402,degree Celsius,[degC],8653
'c,degree Celsius,Cel,586323
'c,degree Celsius,[degC],8653
20330,degree Fahrenheit,[degF],9289
deg f,degree Fahrenheit,[degF],9289
degf,degree Fahrenheit,[degF],9289
f,degree Fahrenheit,[degF],9289
fahrenheit,degree Fahrenheit,[degF],9289
[degf],degree Fahrenheit,[degF],9289
degree fahrenheit,degree Fahrenheit,[degF],9289
4058,degree Fahrenheit,[degF],9289
degf],degree Fahrenheit,[degF],9289
farnheit,degree Fahrenheit,[degF],9289
1379,degree Fahrenheit,[degF],9289
far,degree Fahrenheit,[degF],9289
degrees f,degree Fahrenheit,[degF],9289
[dye'u],dye unit,[dye'U],9297
dyn.s/cm5,dyne-second per centimeter to the fifth power,dyn.sec/cm5,32703
dynes-sec-cm-5,dyne-second per centimeter to the fifth power,dyn.sec/cm5,32703
eu,Ehrlich unit,[EU],8480
ehrlich,Ehrlich unit,[EU],8480
e.u./dl,Ehrlich unit per deciliter,[EU]/dL,8829
eu per dl,Ehrlich unit per deciliter,[EU]/dL,8829
eu/dl,Ehrlich unit per deciliter,[EU]/dL,8829
e.u./d,Ehrlich unit per deciliter,[EU]/dL,8829
e.u/dl,Ehrlich unit per deciliter,[EU]/dL,8829
{ehrlich\u}/dl,Ehrlich unit per deciliter,[EU]/dL,8829
(ehrlichu)/dl,Ehrlich unit per deciliter,[EU]/dL,8829
{ehrlichu}/dl,Ehrlich unit per deciliter,[EU]/dL,8829
{e.u/dl},Ehrlich unit per deciliter,[EU]/dL,8829
{eu/dl},Ehrlich unit per deciliter,[EU]/dL,8829
ehrlich unit per dec,Ehrlich unit per deciliter,[EU]/dL,8829
"e.u,/dl",Ehrlich unit per deciliter,[EU]/dL,8829
{ehrlich'u}/dl,Ehrlich unit per deciliter,[EU]/dL,8829
eu_per_dl,Ehrlich unit per deciliter,[EU]/dL,8829
e.u. /dl,Ehrlich unit per deciliter,[EU]/dL,8829
ehrlichu/dl,Ehrlich unit per deciliter,[EU]/dL,8829
{e.u./dl},Ehrlich unit per deciliter,[EU]/dL,8829
ehrlichu /dl,Ehrlich unit per deciliter,[EU]/dL,8829
eu/ml,Ehrlich unit per milliliter,[EU]/mL,8695
970,Ehrlich unit per milliliter,[EU]/mL,8695
eia units,EIA unit,[EIA'U],8556
eia,EIA unit,[EIA'U],8556
{eia_index},EIA unit,[EIA'U],8556
4784,EIA unit,[EIA'U],8556
index valu,EIA unit,[EIA'U],8556
eia value,EIA unit,[EIA'U],8556
<10 eia units,EIA unit,[EIA'U],8556
eia unit,EIA unit,[EIA'U],8556
eia index,EIA unit,[EIA'U],8556
ev,electronvolt,eV,9495
15309,Elisa unit,[ELU],8600
ev,Elisa unit,[ELU],8600
elisa,Elisa unit,[ELU],8600
elisa unites,Elisa unit,[ELU],8600
elisa units,Elisa unit,[ELU],8600
elisa units^elisa,Elisa unit,[ELU],8600
1302,Elisa unit,[ELU],8600
{elisa'u},Elisa unit,[ELU],8600
eu/ml,ELISA unit per milliliter,[ELU]/mL,9426
{elisa'u}/ml,ELISA unit per milliliter,[ELU]/mL,9426
elia u/ml,ELISA unit per milliliter,[ELU]/mL,9426
eliau/ml,ELISA unit per milliliter,[ELU]/mL,9426
6365,ELISA unit per milliliter,[ELU]/mL,9426
mrq/l,equivalent per liter,eq/L,9490
ery/ul,erythrocytes per microliter,{ery}/uL,8712
{ery/ul},erythrocytes per microliter,{ery}/uL,8712
18027,erythrocytes per microliter,{ery}/uL,8712
femtoliter [si vol,femtoliter,fL,8583
364,femtoliter,fL,8583
fl,femtoliter,fL,8583
{femtoliter},femtoliter,fL,8583
{^fl},femtoliter,fL,8583
10273,femtoliter,fL,8583
femtoliter,femtoliter,fL,8583
mcm3,femtoliter,fL,8583
134,femtoliter,fL,8583
fl^fl,femtoliter,fL,8583
fl^fl^ucum,femtoliter,fL,8583
{filoliters},femtoliter,fL,8583
fl    s*,femtoliter,fL,8583
fm3,femtoliter,fL,8583
cu microns,femtoliter,fL,8583
{fl},femtoliter,fL,8583
{fl_femtoliter},femtoliter,fL,8583
fentoliters,femtoliter,fL,8583
10263,femtoliter,fL,8583
957,femtoliter,fL,8583
f/l,femtoliter,fL,8583
fmol,femtomole,fmol,9498
fmol/l,femtomole per liter,fmol/L,8745
1545,femtomole per liter,fmol/L,8745
ounces,fluid ounce (US),[foz_us],9304
fiu,fluorescence intensity unit,[FiU],44777563
ft,foot (international),[ft_i],9306
in ft,foot (international),[ft_i],9306
in^ft,foot (international),[ft_i],9306
ft,foot (US),[ft_us],9307
feet,foot (US),[ft_us],9307
3424,foot (US),[ft_us],9307
g units,G (anti-prothrombin IgG concentration) unit,[G'U],8574
pcs,Generic unit for indivisible thing,1,32912
{cag_repeats},Generic unit for indivisible thing,1,32912
sheet,Generic unit for indivisible thing,1,32912
1,Generic unit for indivisible thing,1,32912
counts,Generic unit for indivisible thing,1,32912
{#},Generic unit for indivisible thing,1,32912
1.00,Generic unit for indivisible thing,1,32912
portion,Generic unit for indivisible thing,1,32912
count,Generic unit for indivisible thing,1,32912
portions,Generic unit for indivisible thing,1,32912
1534,Generic unit for indivisible thing,1,32912
number,Generic unit for indivisible thing,1,32912
set,Generic unit for indivisible thing,1,32912
{cgg_repeats},Generic unit for indivisible thing,1,32912
{ctg_repeats},Generic unit for indivisible thing,1,32912
gram,gram,g,8504
gm,gram,g,8504
g^g^ucum,gram,g,8504
g,gram,g,8504
[g[,gram,g,8504
grams,gram,g,8504
971,gram,g,8504
1326,gram,g,8504
g/total volume,gram,g,8504
g/(48.h),gram,g,8504
1193,gram,g,8504
birthweight,gram,g,8504
gms,gram,g,8504
679,gram,g,8504
g/(72.h),gram,g,8504
2309,gram,g,8504
g.m/m2/{beat},gram-meter per heart beat per square meter,g.m/({hb}.m2),9505
g/12h,gram per 12 hours,g/(12.h),44777593
g/12 hr,gram per 12 hours,g/(12.h),44777593
g/(12.h),gram per 12 hours,g/(12.h),44777593
g/12 hours,gram per 12 hours,g/(12.h),44777593
g/24hrs,gram per 24 hours,g/(24.h),8807
gm/day,gram per 24 hours,g/(24.h),8807
g/24h,gram per 24 hours,g/(24.h),8807
g/(24.h),gram per 24 hours,g/(24.h),8807
gm/24 hour,gram per 24 hours,g/(24.h),8807
871,gram per 24 hours,g/(24.h),8807
g/day,gram per 24 hours,g/(24.h),8807
gm/24h,gram per 24 hours,g/(24.h),8807
{g/24hrs},gram per 24 hours,g/(24.h),8807
g/24 hr,gram per 24 hours,g/(24.h),8807
gm/24 hours,gram per 24 hours,g/(24.h),8807
gm/24hr,gram per 24 hours,g/(24.h),8807
gm/24 hr,gram per 24 hours,g/(24.h),8807
{gm/24_hrs},gram per 24 hours,g/(24.h),8807
g/24hr,gram per 24 hours,g/(24.h),8807
3226,gram per 24 hours,g/(24.h),8807
15245,gram per 24 hours,g/(24.h),8807
1804,gram per 24 hours,g/(24.h),8807
gm/24 hrs,gram per 24 hours,g/(24.h),8807
g/24 hour,gram per 24 hours,g/(24.h),8807
g/{24h},gram per 24 hours,g/(24.h),8807
grams/24 hours,gram per 24 hours,g/(24.h),8807
6275,gram per 24 hours,g/(24.h),8807
{gm/24hr},gram per 24 hours,g/(24.h),8807
g/spec,gram per 24 hours,g/(24.h),8807
g/24.h,gram per 24 hours,g/(24.h),8807
g/d,gram per 24 hours,g/(24.h),8807
{g/24h},gram per 24 hours,g/(24.h),8807
g/24 hrs,gram per 24 hours,g/(24.h),8807
g/24 h,gram per 24 hours,g/(24.h),8807
g/24,gram per 24 hours,g/(24.h),8807
gram/24hr,gram per 24 hours,g/(24.h),8807
{g/24hr},gram per 24 hours,g/(24.h),8807
{gm/24hrs},gram per 24 hours,g/(24.h),8807
gm/24,gram per 24 hours,g/(24.h),8807
gms/24 hrs,gram per 24 hours,g/(24.h),8807
356,gram per 24 hours,g/(24.h),8807
14716,gram per 24 hours,g/(24.h),8807
817,gram per 24 hours,g/(24.h),8807
g/24_h,gram per 24 hours,g/(24.h),8807
gm/24hrs,gram per 24 hours,g/(24.h),8807
gm/24hour,gram per 24 hours,g/(24.h),8807
4476,gram per 24 hours,g/(24.h),8807
6603,gram per 24 hours,g/(24.h),8807
137,gram per 24 hours,g/(24.h),8807
1930,gram per 24 hours,g/(24.h),8807
16472,gram per 24 hours,g/(24.h),8807
20407,gram per 24 hours,g/(24.h),8807
333,gram per 24 hours,g/(24.h),8807
7177,gram per 24 hours,g/(24.h),8807
g/24 hours,gram per 24 hours,g/(24.h),8807
gm/d,gram per 24 hours,g/(24.h),8807
3338,gram per 24 hours,g/(24.h),8807
g/(5.h),gram per 5 hours,g/(5.h),8791
g/dlgram per deciliterucum,gram per deciliter,g/dL,8713
138,gram per deciliter,g/dL,8713
{gm/dl},gram per deciliter,g/dL,8713
g/dl,gram per deciliter,g/dL,8713
gm /dl,gram per deciliter,g/dL,8713
{g/dl},gram per deciliter,g/dL,8713
grams/deciliter,gram per deciliter,g/dL,8713
g/dl%,gram per deciliter,g/dL,8713
3023,gram per deciliter,g/dL,8713
g/dl (%),gram per deciliter,g/dL,8713
g/dl  s*,gram per deciliter,g/dL,8713
g-dl,gram per deciliter,g/dL,8713
g dl,gram per deciliter,g/dL,8713
gm/dl,gram per deciliter,g/dL,8713
{grams_per_decilit,gram per deciliter,g/dL,8713
g.dl,gram per deciliter,g/dL,8713
12.6-17.7 g/dl,gram per deciliter,g/dL,8713
g/dl(%),gram per deciliter,g/dL,8713
g/dl (,gram per deciliter,g/dL,8713
g/gl,gram per deciliter,g/dL,8713
 g/dl,gram per deciliter,g/dL,8713
g/dl (w/v),gram per deciliter,g/dL,8713
840,gram per deciliter,g/dL,8713
gramsperdeciliter,gram per deciliter,g/dL,8713
gram / deciliter,gram per deciliter,g/dL,8713
{g/dll},gram per deciliter,g/dL,8713
gram/dl,gram per deciliter,g/dL,8713
g/dll,gram per deciliter,g/dL,8713
{gram/dl},gram per deciliter,g/dL,8713
g/dl (),gram per deciliter,g/dL,8713
g/d,gram per deciliter,g/dL,8713
grams_per_decilite,gram per deciliter,g/dL,8713
g./dl,gram per deciliter,g/dL,8713
gram per deciliter,gram per deciliter,g/dL,8713
g/di,gram per deciliter,g/dL,8713
{g/dl(%)},gram per deciliter,g/dL,8713
{g/dl_gram_per_dec,gram per deciliter,g/dL,8713
?g/dl,gram per deciliter,g/dL,8713
4466,gram per deciliter,g/dL,8713
gram.deciliter,gram per deciliter,g/dL,8713
